RMSE: 0.181108
generatedErrors : 41
Accuracy :Accuracy :96.72%
Expected=7298875, Generated=7298875 (err=0)
Expected=7400540, Generated=7400540 (err=0)
Expected=3884184, Generated=3884184 (err=0)
Expected=1907231, Generated=1907231 (err=0)
Expected=9921479, Generated=9921479 (err=0)
Expected=9693270, Generated=9693270 (err=0)
Expected=8180354, Generated=8180354 (err=0)
Expected=4033555, Generated=4033555 (err=0)
Expected=6202531, Generated=6202531 (err=0)
Expected=9344194, Generated=9344194 (err=0)
Expected=7226730, Generated=7226731 (err=-1)
Expected=7056831, Generated=7056831 (err=0)
Expected=8635699, Generated=8635699 (err=0)
Expected=2725840, Generated=2725840 (err=0)
Expected=4632792, Generated=4632792 (err=0)
Expected=1712586, Generated=1712586 (err=0)
Expected=1081997, Generated=1081997 (err=0)
Expected=6567856, Generated=6567856 (err=0)
Expected=9017015, Generated=9017015 (err=0)
Expected=1775543, Generated=1775543 (err=0)
Expected=8557662, Generated=8557662 (err=0)
Expected=4466052, Generated=4466052 (err=0)
Expected=5233471, Generated=5233471 (err=0)
Expected=3042653, Generated=3042653 (err=0)
Expected=3205917, Generated=3205917 (err=0)
Expected=8661640, Generated=8661640 (err=0)
Expected=7826154, Generated=7826154 (err=0)
Expected=7421777, Generated=7421777 (err=0)
Expected=2085764, Generated=2085764 (err=0)
Expected=4479687, Generated=4479687 (err=0)
Expected=5529382, Generated=5529382 (err=0)
Expected=6497294, Generated=6497294 (err=0)
Expected=2669631, Generated=2669631 (err=0)
Expected=5235589, Generated=5235589 (err=0)
Expected=1092128, Generated=1092128 (err=0)
Expected=5571861, Generated=5571861 (err=0)
Expected=7808216, Generated=7808216 (err=0)
Expected=2477335, Generated=2477335 (err=0)
Expected=5915329, Generated=5915329 (err=0)
Expected=6796136, Generated=6796136 (err=0)
Expected=6068546, Generated=6068546 (err=0)
Expected=6466770, Generated=6466770 (err=0)
Expected=197, Generated=197 (err=0)
Expected=8320898, Generated=8320898 (err=0)
Expected=1901186, Generated=1901186 (err=0)
Expected=514610, Generated=514610 (err=0)
Expected=2173739, Generated=2173739 (err=0)
Expected=8399802, Generated=8399802 (err=0)
Expected=9457134, Generated=9457134 (err=0)
Expected=8188993, Generated=8188993 (err=0)
Expected=4164166, Generated=4164166 (err=0)
Expected=8774766, Generated=8774766 (err=0)
Expected=5065118, Generated=5065118 (err=0)
Expected=2778361, Generated=2778361 (err=0)
Expected=3126505, Generated=3126505 (err=0)
Expected=3829642, Generated=3829642 (err=0)
Expected=7106152, Generated=7106152 (err=0)
Expected=6359809, Generated=6359809 (err=0)
Expected=5733978, Generated=5733978 (err=0)
Expected=2804945, Generated=2804945 (err=0)
Expected=1263578, Generated=1263578 (err=0)
Expected=7585130, Generated=7585130 (err=0)
Expected=1847381, Generated=1847381 (err=0)
Expected=7764486, Generated=7764486 (err=0)
Expected=3126704, Generated=3126704 (err=0)
Expected=8642595, Generated=8642595 (err=0)
Expected=555821, Generated=555821 (err=0)
Expected=9556191, Generated=9556191 (err=0)
Expected=4962984, Generated=4962984 (err=0)
Expected=8470022, Generated=8470021 (err=1)
Expected=9861846, Generated=9861846 (err=0)
Expected=3235020, Generated=3235020 (err=0)
Expected=2376168, Generated=2376168 (err=0)
Expected=3204036, Generated=3204036 (err=0)
Expected=9101956, Generated=9101956 (err=0)
Expected=1795920, Generated=1795920 (err=0)
Expected=2815696, Generated=2815696 (err=0)
Expected=3699396, Generated=3699396 (err=0)
Expected=5389183, Generated=5389183 (err=0)
Expected=7070717, Generated=7070717 (err=0)
Expected=7437046, Generated=7437046 (err=0)
Expected=8999202, Generated=8999202 (err=0)
Expected=5892892, Generated=5892892 (err=0)
Expected=9685750, Generated=9685750 (err=0)
Expected=996187, Generated=996187 (err=0)
Expected=371314, Generated=371314 (err=0)
Expected=9474155, Generated=9474155 (err=0)
Expected=8262669, Generated=8262669 (err=0)
Expected=3256070, Generated=3256070 (err=0)
Expected=5359351, Generated=5359351 (err=0)
Expected=2433461, Generated=2433461 (err=0)
Expected=8467310, Generated=8467310 (err=0)
Expected=688001, Generated=688001 (err=0)
Expected=240580, Generated=240580 (err=0)
Expected=6247808, Generated=6247808 (err=0)
Expected=2354796, Generated=2354796 (err=0)
Expected=2981024, Generated=2981024 (err=0)
Expected=2265547, Generated=2265547 (err=0)
Expected=1600751, Generated=1600751 (err=0)
Expected=5074065, Generated=5074065 (err=0)
Expected=8223097, Generated=8223097 (err=0)
Expected=6097450, Generated=6097450 (err=0)
Expected=12890, Generated=12890 (err=0)
Expected=7403850, Generated=7403850 (err=0)
Expected=4226481, Generated=4226481 (err=0)
Expected=2897765, Generated=2897765 (err=0)
Expected=4297913, Generated=4297913 (err=0)
Expected=1941514, Generated=1941514 (err=0)
Expected=1212375, Generated=1212375 (err=0)
Expected=6944697, Generated=6944697 (err=0)
Expected=2926080, Generated=2926080 (err=0)
Expected=2257828, Generated=2257828 (err=0)
Expected=9004480, Generated=9004480 (err=0)
Expected=5782823, Generated=5782823 (err=0)
Expected=9460139, Generated=9460139 (err=0)
Expected=2397018, Generated=2397018 (err=0)
Expected=9036645, Generated=9036645 (err=0)
Expected=7855221, Generated=7855221 (err=0)
Expected=7731202, Generated=7731202 (err=0)
Expected=1522270, Generated=1522270 (err=0)
Expected=5437186, Generated=5437186 (err=0)
Expected=551130, Generated=551130 (err=0)
Expected=9155219, Generated=9155219 (err=0)
Expected=379173, Generated=379173 (err=0)
Expected=4529079, Generated=4529079 (err=0)
Expected=1665224, Generated=1665224 (err=0)
Expected=4771460, Generated=4771460 (err=0)
Expected=7830493, Generated=7830493 (err=0)
Expected=6067077, Generated=6067077 (err=0)
Expected=201382, Generated=201382 (err=0)
Expected=7974960, Generated=7974960 (err=0)
Expected=9128556, Generated=9128556 (err=0)
Expected=7734168, Generated=7734168 (err=0)
Expected=9860520, Generated=9860520 (err=0)
Expected=5993104, Generated=5993104 (err=0)
Expected=4474468, Generated=4474468 (err=0)
Expected=9168027, Generated=9168027 (err=0)
Expected=7044796, Generated=7044796 (err=0)
Expected=5822576, Generated=5822576 (err=0)
Expected=7870133, Generated=7870133 (err=0)
Expected=8896178, Generated=8896178 (err=0)
Expected=7268214, Generated=7268214 (err=0)
Expected=7511106, Generated=7511106 (err=0)
Expected=638823, Generated=638823 (err=0)
Expected=3326808, Generated=3326808 (err=0)
Expected=1466657, Generated=1466657 (err=0)
Expected=4758106, Generated=4758106 (err=0)
Expected=114709, Generated=114709 (err=0)
Expected=9063127, Generated=9063127 (err=0)
Expected=1504538, Generated=1504538 (err=0)
Expected=1962420, Generated=1962420 (err=0)
Expected=9096860, Generated=9096860 (err=0)
Expected=558777, Generated=558777 (err=0)
Expected=8396639, Generated=8396639 (err=0)
Expected=3244415, Generated=3244415 (err=0)
Expected=2398986, Generated=2398986 (err=0)
Expected=6508969, Generated=6508969 (err=0)
Expected=3878673, Generated=3878673 (err=0)
Expected=32895, Generated=32895 (err=0)
Expected=560452, Generated=560452 (err=0)
Expected=3685487, Generated=3685487 (err=0)
Expected=478168, Generated=478168 (err=0)
Expected=7461686, Generated=7461686 (err=0)
Expected=2690341, Generated=2690341 (err=0)
Expected=4457898, Generated=4457898 (err=0)
Expected=3381244, Generated=3381244 (err=0)
Expected=718043, Generated=718043 (err=0)
Expected=2651708, Generated=2651708 (err=0)
Expected=3057925, Generated=3057925 (err=0)
Expected=6500204, Generated=6500204 (err=0)
Expected=8984288, Generated=8984288 (err=0)
Expected=9658642, Generated=9658642 (err=0)
Expected=8542450, Generated=8542450 (err=0)
Expected=2495303, Generated=2495303 (err=0)
Expected=9619957, Generated=9619957 (err=0)
Expected=1345637, Generated=1345637 (err=0)
Expected=6466738, Generated=6466738 (err=0)
Expected=3534677, Generated=3534677 (err=0)
Expected=3155487, Generated=3155487 (err=0)
Expected=7791402, Generated=7791402 (err=0)
Expected=405528, Generated=405528 (err=0)
Expected=2580161, Generated=2580161 (err=0)
Expected=2500513, Generated=2500513 (err=0)
Expected=952264, Generated=952264 (err=0)
Expected=6117777, Generated=6117777 (err=0)
Expected=8623078, Generated=8623078 (err=0)
Expected=4988300, Generated=4988300 (err=0)
Expected=1661289, Generated=1661289 (err=0)
Expected=2003840, Generated=2003840 (err=0)
Expected=2516248, Generated=2516248 (err=0)
Expected=986367, Generated=986367 (err=0)
Expected=6407439, Generated=6407439 (err=0)
Expected=3322935, Generated=3322935 (err=0)
Expected=9800609, Generated=9800609 (err=0)
Expected=6583605, Generated=6583605 (err=0)
Expected=5414886, Generated=5414886 (err=0)
Expected=6373250, Generated=6373250 (err=0)
Expected=8588432, Generated=8588432 (err=0)
Expected=5429278, Generated=5429278 (err=0)
Expected=3398683, Generated=3398683 (err=0)
Expected=2176581, Generated=2176581 (err=0)
Expected=3758550, Generated=3758550 (err=0)
Expected=7803298, Generated=7803298 (err=0)
Expected=4708702, Generated=4708702 (err=0)
Expected=472179, Generated=472179 (err=0)
Expected=8877508, Generated=8877508 (err=0)
Expected=7683440, Generated=7683440 (err=0)
Expected=3959014, Generated=3959014 (err=0)
Expected=6788386, Generated=6788386 (err=0)
Expected=3437904, Generated=3437904 (err=0)
Expected=6504813, Generated=6504813 (err=0)
Expected=9733289, Generated=9733289 (err=0)
Expected=2610936, Generated=2610936 (err=0)
Expected=7957968, Generated=7957968 (err=0)
Expected=3503309, Generated=3503309 (err=0)
Expected=3396854, Generated=3396854 (err=0)
Expected=9409258, Generated=9409257 (err=1)
Expected=4626987, Generated=4626987 (err=0)
Expected=5409135, Generated=5409135 (err=0)
Expected=6429970, Generated=6429970 (err=0)
Expected=7445203, Generated=7445203 (err=0)
Expected=3483762, Generated=3483762 (err=0)
Expected=3384405, Generated=3384405 (err=0)
Expected=716244, Generated=716244 (err=0)
Expected=3984456, Generated=3984456 (err=0)
Expected=7464963, Generated=7464963 (err=0)
Expected=9887390, Generated=9887390 (err=0)
Expected=3144119, Generated=3144119 (err=0)
Expected=8072267, Generated=8072267 (err=0)
Expected=736446, Generated=736446 (err=0)
Expected=3247831, Generated=3247831 (err=0)
Expected=238711, Generated=238711 (err=0)
Expected=8864250, Generated=8864250 (err=0)
Expected=7002326, Generated=7002326 (err=0)
Expected=9654029, Generated=9654029 (err=0)
Expected=7536529, Generated=7536529 (err=0)
Expected=4823358, Generated=4823358 (err=0)
Expected=1708163, Generated=1708163 (err=0)
Expected=3767966, Generated=3767966 (err=0)
Expected=4817753, Generated=4817753 (err=0)
Expected=6187265, Generated=6187265 (err=0)
Expected=6071811, Generated=6071811 (err=0)
Expected=7878969, Generated=7878969 (err=0)
Expected=2838973, Generated=2838973 (err=0)
Expected=5168908, Generated=5168908 (err=0)
Expected=371275, Generated=371275 (err=0)
Expected=1130120, Generated=1130120 (err=0)
Expected=4540786, Generated=4540786 (err=0)
Expected=1924500, Generated=1924500 (err=0)
Expected=9361420, Generated=9361420 (err=0)
Expected=4432178, Generated=4432178 (err=0)
Expected=3152437, Generated=3152437 (err=0)
Expected=9270253, Generated=9270253 (err=0)
Expected=6409906, Generated=6409906 (err=0)
Expected=7206764, Generated=7206764 (err=0)
Expected=274672, Generated=274672 (err=0)
Expected=6425961, Generated=6425961 (err=0)
Expected=1660646, Generated=1660646 (err=0)
Expected=4248139, Generated=4248139 (err=0)
Expected=5984709, Generated=5984709 (err=0)
Expected=4783267, Generated=4783267 (err=0)
Expected=4503306, Generated=4503306 (err=0)
Expected=4850500, Generated=4850500 (err=0)
Expected=5239373, Generated=5239373 (err=0)
Expected=1268051, Generated=1268051 (err=0)
Expected=2371, Generated=2371 (err=0)
Expected=9113770, Generated=9113770 (err=0)
Expected=7467925, Generated=7467925 (err=0)
Expected=555420, Generated=555420 (err=0)
Expected=9446338, Generated=9446338 (err=0)
Expected=715991, Generated=715991 (err=0)
Expected=6820971, Generated=6820971 (err=0)
Expected=7623918, Generated=7623918 (err=0)
Expected=8684941, Generated=8684941 (err=0)
Expected=1218802, Generated=1218802 (err=0)
Expected=9260847, Generated=9260846 (err=1)
Expected=8455129, Generated=8455129 (err=0)
Expected=8732216, Generated=8732215 (err=1)
Expected=2671753, Generated=2671753 (err=0)
Expected=2186878, Generated=2186878 (err=0)
Expected=1029774, Generated=1029774 (err=0)
Expected=5843750, Generated=5843750 (err=0)
Expected=6665468, Generated=6665468 (err=0)
Expected=1204220, Generated=1204220 (err=0)
Expected=9846671, Generated=9846672 (err=-1)
Expected=4798936, Generated=4798936 (err=0)
Expected=9799168, Generated=9799168 (err=0)
Expected=2671066, Generated=2671066 (err=0)
Expected=9672312, Generated=9672312 (err=0)
Expected=9592756, Generated=9592756 (err=0)
Expected=1516793, Generated=1516793 (err=0)
Expected=9021314, Generated=9021314 (err=0)
Expected=7880926, Generated=7880926 (err=0)
Expected=7662095, Generated=7662095 (err=0)
Expected=2744776, Generated=2744776 (err=0)
Expected=8117054, Generated=8117054 (err=0)
Expected=3240422, Generated=3240422 (err=0)
Expected=1217188, Generated=1217188 (err=0)
Expected=1734116, Generated=1734116 (err=0)
Expected=2023721, Generated=2023721 (err=0)
Expected=3248951, Generated=3248951 (err=0)
Expected=6767083, Generated=6767083 (err=0)
Expected=5936483, Generated=5936483 (err=0)
Expected=9494841, Generated=9494841 (err=0)
Expected=1794696, Generated=1794696 (err=0)
Expected=1375179, Generated=1375179 (err=0)
Expected=8877567, Generated=8877567 (err=0)
Expected=2469534, Generated=2469534 (err=0)
Expected=599384, Generated=599384 (err=0)
Expected=2842916, Generated=2842916 (err=0)
Expected=217174, Generated=217174 (err=0)
Expected=9908432, Generated=9908432 (err=0)
Expected=1387039, Generated=1387039 (err=0)
Expected=6037175, Generated=6037175 (err=0)
Expected=2510091, Generated=2510091 (err=0)
Expected=1681822, Generated=1681822 (err=0)
Expected=6165163, Generated=6165163 (err=0)
Expected=3765801, Generated=3765801 (err=0)
Expected=3034667, Generated=3034667 (err=0)
Expected=4927165, Generated=4927165 (err=0)
Expected=6683489, Generated=6683489 (err=0)
Expected=1658922, Generated=1658922 (err=0)
Expected=2845010, Generated=2845010 (err=0)
Expected=2900999, Generated=2900999 (err=0)
Expected=9775509, Generated=9775509 (err=0)
Expected=2055767, Generated=2055767 (err=0)
Expected=4263204, Generated=4263204 (err=0)
Expected=7639577, Generated=7639577 (err=0)
Expected=1374173, Generated=1374173 (err=0)
Expected=5690749, Generated=5690749 (err=0)
Expected=6592222, Generated=6592222 (err=0)
Expected=386238, Generated=386238 (err=0)
Expected=55678, Generated=55678 (err=0)
Expected=1245503, Generated=1245503 (err=0)
Expected=8335606, Generated=8335606 (err=0)
Expected=4794735, Generated=4794735 (err=0)
Expected=9645009, Generated=9645009 (err=0)
Expected=4204799, Generated=4204799 (err=0)
Expected=5810369, Generated=5810369 (err=0)
Expected=862594, Generated=862594 (err=0)
Expected=6143140, Generated=6143140 (err=0)
Expected=7699144, Generated=7699144 (err=0)
Expected=4668235, Generated=4668235 (err=0)
Expected=1714672, Generated=1714672 (err=0)
Expected=1730279, Generated=1730279 (err=0)
Expected=7467489, Generated=7467489 (err=0)
Expected=9652692, Generated=9652692 (err=0)
Expected=2731941, Generated=2731941 (err=0)
Expected=3421399, Generated=3421399 (err=0)
Expected=5638685, Generated=5638685 (err=0)
Expected=3329780, Generated=3329780 (err=0)
Expected=83276, Generated=83276 (err=0)
Expected=4297982, Generated=4297982 (err=0)
Expected=4512259, Generated=4512259 (err=0)
Expected=3098144, Generated=3098144 (err=0)
Expected=1600380, Generated=1600380 (err=0)
Expected=9845899, Generated=9845899 (err=0)
Expected=7852264, Generated=7852264 (err=0)
Expected=9294473, Generated=9294473 (err=0)
Expected=9574876, Generated=9574876 (err=0)
Expected=9887237, Generated=9887238 (err=-1)
Expected=4928985, Generated=4928985 (err=0)
Expected=4823252, Generated=4823252 (err=0)
Expected=8239574, Generated=8239574 (err=0)
Expected=3434737, Generated=3434737 (err=0)
Expected=8981564, Generated=8981564 (err=0)
Expected=4392367, Generated=4392367 (err=0)
Expected=7074690, Generated=7074690 (err=0)
Expected=1765402, Generated=1765402 (err=0)
Expected=8763448, Generated=8763448 (err=0)
Expected=958230, Generated=958230 (err=0)
Expected=6021794, Generated=6021794 (err=0)
Expected=8927995, Generated=8927995 (err=0)
Expected=5570736, Generated=5570736 (err=0)
Expected=3432871, Generated=3432871 (err=0)
Expected=5686008, Generated=5686008 (err=0)
Expected=7978916, Generated=7978916 (err=0)
Expected=6976274, Generated=6976274 (err=0)
Expected=6823160, Generated=6823160 (err=0)
Expected=5316954, Generated=5316954 (err=0)
Expected=7611867, Generated=7611867 (err=0)
Expected=9150179, Generated=9150178 (err=1)
Expected=5637996, Generated=5637996 (err=0)
Expected=5694469, Generated=5694469 (err=0)
Expected=1787013, Generated=1787013 (err=0)
Expected=6776747, Generated=6776747 (err=0)
Expected=6129992, Generated=6129992 (err=0)
Expected=3553402, Generated=3553402 (err=0)
Expected=7309804, Generated=7309804 (err=0)
Expected=3175308, Generated=3175308 (err=0)
Expected=4326982, Generated=4326982 (err=0)
Expected=1253577, Generated=1253577 (err=0)
Expected=2102270, Generated=2102270 (err=0)
Expected=7982087, Generated=7982087 (err=0)
Expected=2653053, Generated=2653053 (err=0)
Expected=5570476, Generated=5570476 (err=0)
Expected=6768645, Generated=6768645 (err=0)
Expected=4483625, Generated=4483625 (err=0)
Expected=8974691, Generated=8974691 (err=0)
Expected=1403109, Generated=1403109 (err=0)
Expected=1798341, Generated=1798341 (err=0)
Expected=4200545, Generated=4200545 (err=0)
Expected=7339112, Generated=7339112 (err=0)
Expected=8483628, Generated=8483628 (err=0)
Expected=3210012, Generated=3210012 (err=0)
Expected=7009309, Generated=7009309 (err=0)
Expected=4588972, Generated=4588972 (err=0)
Expected=9549525, Generated=9549525 (err=0)
Expected=9876157, Generated=9876157 (err=0)
Expected=9577718, Generated=9577717 (err=1)
Expected=6928717, Generated=6928717 (err=0)
Expected=1598677, Generated=1598677 (err=0)
Expected=6002357, Generated=6002357 (err=0)
Expected=4155084, Generated=4155084 (err=0)
Expected=3649729, Generated=3649729 (err=0)
Expected=6134709, Generated=6134709 (err=0)
Expected=4595735, Generated=4595735 (err=0)
Expected=2210817, Generated=2210817 (err=0)
Expected=5080341, Generated=5080341 (err=0)
Expected=745928, Generated=745928 (err=0)
Expected=4405218, Generated=4405218 (err=0)
Expected=4715198, Generated=4715198 (err=0)
Expected=3413451, Generated=3413451 (err=0)
Expected=4666754, Generated=4666754 (err=0)
Expected=4063632, Generated=4063632 (err=0)
Expected=6019623, Generated=6019623 (err=0)
Expected=9914414, Generated=9914415 (err=-1)
Expected=1164147, Generated=1164147 (err=0)
Expected=3091939, Generated=3091939 (err=0)
Expected=3320208, Generated=3320208 (err=0)
Expected=1281179, Generated=1281179 (err=0)
Expected=9133180, Generated=9133180 (err=0)
Expected=3339647, Generated=3339647 (err=0)
Expected=231074, Generated=231074 (err=0)
Expected=7574152, Generated=7574152 (err=0)
Expected=5475579, Generated=5475579 (err=0)
Expected=3802436, Generated=3802436 (err=0)
Expected=7702206, Generated=7702206 (err=0)
Expected=2810588, Generated=2810588 (err=0)
Expected=7513625, Generated=7513625 (err=0)
Expected=3393078, Generated=3393078 (err=0)
Expected=3372855, Generated=3372855 (err=0)
Expected=6887682, Generated=6887682 (err=0)
Expected=6711511, Generated=6711511 (err=0)
Expected=4481955, Generated=4481955 (err=0)
Expected=1542961, Generated=1542961 (err=0)
Expected=9157791, Generated=9157791 (err=0)
Expected=9438520, Generated=9438520 (err=0)
Expected=4624612, Generated=4624612 (err=0)
Expected=1519770, Generated=1519770 (err=0)
Expected=7302197, Generated=7302197 (err=0)
Expected=6238207, Generated=6238207 (err=0)
Expected=4699268, Generated=4699268 (err=0)
Expected=7550580, Generated=7550580 (err=0)
Expected=4791767, Generated=4791767 (err=0)
Expected=8131639, Generated=8131639 (err=0)
Expected=9232567, Generated=9232567 (err=0)
Expected=3869536, Generated=3869536 (err=0)
Expected=3597904, Generated=3597904 (err=0)
Expected=6553145, Generated=6553145 (err=0)
Expected=1587707, Generated=1587707 (err=0)
Expected=5865866, Generated=5865866 (err=0)
Expected=2645209, Generated=2645209 (err=0)
Expected=2803516, Generated=2803516 (err=0)
Expected=9356059, Generated=9356059 (err=0)
Expected=4266282, Generated=4266282 (err=0)
Expected=9389662, Generated=9389662 (err=0)
Expected=4930940, Generated=4930940 (err=0)
Expected=9494500, Generated=9494500 (err=0)
Expected=5296225, Generated=5296225 (err=0)
Expected=4082588, Generated=4082588 (err=0)
Expected=8732825, Generated=8732824 (err=1)
Expected=2247278, Generated=2247278 (err=0)
Expected=4634034, Generated=4634034 (err=0)
Expected=808765, Generated=808765 (err=0)
Expected=8216995, Generated=8216995 (err=0)
Expected=4572126, Generated=4572126 (err=0)
Expected=5177580, Generated=5177580 (err=0)
Expected=7412285, Generated=7412285 (err=0)
Expected=6834345, Generated=6834345 (err=0)
Expected=7712259, Generated=7712259 (err=0)
Expected=3136650, Generated=3136650 (err=0)
Expected=6400304, Generated=6400304 (err=0)
Expected=6435422, Generated=6435422 (err=0)
Expected=1157758, Generated=1157758 (err=0)
Expected=9730278, Generated=9730278 (err=0)
Expected=1112660, Generated=1112660 (err=0)
Expected=8327186, Generated=8327186 (err=0)
Expected=2611337, Generated=2611337 (err=0)
Expected=1782809, Generated=1782809 (err=0)
Expected=3257040, Generated=3257040 (err=0)
Expected=5464235, Generated=5464235 (err=0)
Expected=7258453, Generated=7258453 (err=0)
Expected=8013992, Generated=8013992 (err=0)
Expected=8555028, Generated=8555028 (err=0)
Expected=9966077, Generated=9966077 (err=0)
Expected=8844078, Generated=8844079 (err=-1)
Expected=6468890, Generated=6468890 (err=0)
Expected=638273, Generated=638273 (err=0)
Expected=8435881, Generated=8435881 (err=0)
Expected=5163285, Generated=5163285 (err=0)
Expected=7711235, Generated=7711235 (err=0)
Expected=6882744, Generated=6882744 (err=0)
Expected=9143597, Generated=9143597 (err=0)
Expected=9753725, Generated=9753725 (err=0)
Expected=3119701, Generated=3119701 (err=0)
Expected=8349765, Generated=8349765 (err=0)
Expected=4153957, Generated=4153957 (err=0)
Expected=5604178, Generated=5604178 (err=0)
Expected=2024084, Generated=2024084 (err=0)
Expected=5653380, Generated=5653380 (err=0)
Expected=2570199, Generated=2570199 (err=0)
Expected=4042633, Generated=4042633 (err=0)
Expected=8278850, Generated=8278850 (err=0)
Expected=97129, Generated=97129 (err=0)
Expected=8605585, Generated=8605585 (err=0)
Expected=6620965, Generated=6620965 (err=0)
Expected=8346439, Generated=8346439 (err=0)
Expected=6984379, Generated=6984379 (err=0)
Expected=5792877, Generated=5792877 (err=0)
Expected=6431934, Generated=6431934 (err=0)
Expected=2504078, Generated=2504078 (err=0)
Expected=6339918, Generated=6339918 (err=0)
Expected=6792551, Generated=6792551 (err=0)
Expected=3686189, Generated=3686189 (err=0)
Expected=9890784, Generated=9890784 (err=0)
Expected=3554415, Generated=3554415 (err=0)
Expected=1400209, Generated=1400209 (err=0)
Expected=6610307, Generated=6610307 (err=0)
Expected=88379, Generated=88379 (err=0)
Expected=109793, Generated=109793 (err=0)
Expected=2125562, Generated=2125562 (err=0)
Expected=7224466, Generated=7224466 (err=0)
Expected=6433980, Generated=6433980 (err=0)
Expected=1272116, Generated=1272116 (err=0)
Expected=68310, Generated=68310 (err=0)
Expected=4675598, Generated=4675598 (err=0)
Expected=1756467, Generated=1756467 (err=0)
Expected=8484213, Generated=8484213 (err=0)
Expected=2398739, Generated=2398739 (err=0)
Expected=9807230, Generated=9807230 (err=0)
Expected=9454327, Generated=9454328 (err=-1)
Expected=3230785, Generated=3230785 (err=0)
Expected=5326991, Generated=5326991 (err=0)
Expected=9854996, Generated=9854996 (err=0)
Expected=377595, Generated=377595 (err=0)
Expected=2506901, Generated=2506901 (err=0)
Expected=5430675, Generated=5430675 (err=0)
Expected=1229374, Generated=1229374 (err=0)
Expected=9698143, Generated=9698143 (err=0)
Expected=6206046, Generated=6206046 (err=0)
Expected=153397, Generated=153397 (err=0)
Expected=1364494, Generated=1364494 (err=0)
Expected=3564533, Generated=3564533 (err=0)
Expected=8072934, Generated=8072934 (err=0)
Expected=5423946, Generated=5423946 (err=0)
Expected=6903039, Generated=6903039 (err=0)
Expected=1689507, Generated=1689507 (err=0)
Expected=5832492, Generated=5832492 (err=0)
Expected=6844919, Generated=6844919 (err=0)
Expected=5457782, Generated=5457782 (err=0)
Expected=260228, Generated=260228 (err=0)
Expected=4930401, Generated=4930401 (err=0)
Expected=1991945, Generated=1991945 (err=0)
Expected=3953037, Generated=3953037 (err=0)
Expected=6584806, Generated=6584806 (err=0)
Expected=4032240, Generated=4032240 (err=0)
Expected=7820991, Generated=7820991 (err=0)
Expected=6159982, Generated=6159982 (err=0)
Expected=5239396, Generated=5239396 (err=0)
Expected=1386011, Generated=1386011 (err=0)
Expected=7265307, Generated=7265307 (err=0)
Expected=9144317, Generated=9144317 (err=0)
Expected=3627002, Generated=3627002 (err=0)
Expected=1723665, Generated=1723665 (err=0)
Expected=7236297, Generated=7236297 (err=0)
Expected=4294504, Generated=4294504 (err=0)
Expected=9609573, Generated=9609572 (err=1)
Expected=9143713, Generated=9143713 (err=0)
Expected=5612463, Generated=5612463 (err=0)
Expected=5793542, Generated=5793543 (err=-1)
Expected=2341415, Generated=2341415 (err=0)
Expected=5552354, Generated=5552354 (err=0)
Expected=2359741, Generated=2359741 (err=0)
Expected=4813637, Generated=4813637 (err=0)
Expected=2186116, Generated=2186116 (err=0)
Expected=4768617, Generated=4768617 (err=0)
Expected=9090780, Generated=9090780 (err=0)
Expected=1900495, Generated=1900495 (err=0)
Expected=4541021, Generated=4541021 (err=0)
Expected=8230548, Generated=8230548 (err=0)
Expected=8800863, Generated=8800863 (err=0)
Expected=6159622, Generated=6159622 (err=0)
Expected=9128829, Generated=9128829 (err=0)
Expected=3433084, Generated=3433084 (err=0)
Expected=1518219, Generated=1518219 (err=0)
Expected=9547673, Generated=9547672 (err=1)
Expected=323017, Generated=323017 (err=0)
Expected=1193894, Generated=1193894 (err=0)
Expected=8425797, Generated=8425797 (err=0)
Expected=6913864, Generated=6913864 (err=0)
Expected=5035636, Generated=5035636 (err=0)
Expected=3696252, Generated=3696252 (err=0)
Expected=6433086, Generated=6433086 (err=0)
Expected=4608562, Generated=4608562 (err=0)
Expected=1672941, Generated=1672941 (err=0)
Expected=5163956, Generated=5163956 (err=0)
Expected=2692186, Generated=2692186 (err=0)
Expected=851864, Generated=851864 (err=0)
Expected=8738406, Generated=8738406 (err=0)
Expected=9794977, Generated=9794977 (err=0)
Expected=7617967, Generated=7617967 (err=0)
Expected=8441813, Generated=8441813 (err=0)
Expected=5979507, Generated=5979507 (err=0)
Expected=8970776, Generated=8970776 (err=0)
